Region,Date,Year,Month,Frequency,Estimated Unemployment Rate (%),Estimated Employed,Estimated Labour Participation Rate (%),Area,Gap_Unemployment %,Gap_Employed,Gap_Labour_Participation %,MoM_Unemployment_Rate_Change
Rajasthan,2020-02-29,2020,2,Monthly,17.02,5288343.0,41.62,Urban,-2.539999999999999,9752229.0,0.21000000000000085,-1.8000000000000007
Rajasthan,2020-03-31,2020,3,Monthly,18.54,4964911.0,39.71,Urban,-9.069999999999999,10094858.0,-0.240000000000002,1.5199999999999996
Rajasthan,2020-04-30,2020,4,Monthly,35.53,2932923.0,29.57,Urban,-23.28,10118296.0,5.640000000000001,16.990000000000002
Rajasthan,2020-05-31,2020,5,Monthly,25.35,4225486.0,36.71,Urban,-14.900000000000002,11361347.0,4.399999999999999,-10.18
Rajasthan,2020-06-30,2020,6,Monthly,13.04,5275784.0,39.26,Urban,0.8200000000000003,10801194.0,4.719999999999999,-12.310000000000002
Sikkim,2019-05-31,2019,5,Monthly,8.2,89587.0,48.61,Urban,,,,2.3899999999999997
Sikkim,2019-06-30,2019,6,Monthly,7.76,89702.0,48.13,Urban,,,,-0.4399999999999995
Sikkim,2019-07-31,2019,7,Monthly,2.56,108334.0,54.67,Urban,,,,-5.199999999999999
Sikkim,2019-08-31,2019,8,Monthly,4.82,90850.0,46.63,Urban,,,,2.2600000000000002
Sikkim,2019-09-30,2019,9,Monthly,4.81,89450.0,45.61,Urban,,,,-0.010000000000000675
Sikkim,2019-10-31,2019,10,Monthly,9.68,87974.0,46.97,Urban,-4.199999999999999,58714.0,-2.9099999999999966,4.87
Sikkim,2019-11-30,2019,11,Monthly,4.04,107751.0,53.8,Urban,9.07,54675.0,-0.759999999999998,-5.64
Sikkim,2019-12-31,2019,12,Monthly,7.37,88035.0,45.24,Urban,-6.37,73612.0,1.0599999999999952,3.33
Sikkim,2020-03-31,2020,3,Monthly,20.45,86186.0,50.57,Urban,,,,13.079999999999998
Sikkim,2020-04-30,2020,4,Monthly,5.77,81905.0,40.31,Urban,-5.77,51494.0,-2.5900000000000034,-14.68
Sikkim,2020-05-31,2020,5,Monthly,19.75,75456.0,43.32,Urban,,,,13.98
Sikkim,2020-06-30,2020,6,Monthly,2.63,76269.0,35.85,Urban,3.1799999999999997,65044.0,6.509999999999998,-17.12
Tamil Nadu,2019-05-31,2019,5,Monthly,0.89,11798080.0,37.31,Urban,0.07999999999999996,4046618.0,12.129999999999995,-1.17
Tamil Nadu,2019-06-30,2019,6,Monthly,1.56,12318745.0,39.16,Urban,-0.64,4056558.0,11.830000000000005,0.67
Tamil Nadu,2019-07-31,2019,7,Monthly,3.18,12054414.0,38.89,Urban,2.8299999999999996,4401514.0,15.049999999999997,1.62
Tamil Nadu,2019-08-31,2019,8,Monthly,9.53,11933093.0,41.13,Urban,-6.619999999999999,4530838.0,11.04,6.35
Tamil Nadu,2019-09-30,2019,9,Monthly,1.86,11902824.0,37.76,Urban,-0.15000000000000013,2692617.0,7.859999999999999,-7.669999999999999
Tamil Nadu,2019-10-31,2019,10,Monthly,1.13,12223948.0,38.42,Urban,0.33000000000000007,3371699.0,10.129999999999995,-0.7300000000000002
Tamil Nadu,2019-11-30,2019,11,Monthly,2.65,11729952.0,37.38,Urban,-0.18999999999999995,4493478.0,13.57,1.52
Tamil Nadu,2019-12-31,2019,12,Monthly,8.05,12260389.0,41.29,Urban,-4.32,3096549.0,7.509999999999998,5.4
Tamil Nadu,2020-01-31,2020,1,Monthly,2.05,11926995.0,37.64,Urban,-0.8699999999999999,3027651.0,8.589999999999996,-6.000000000000001
Tamil Nadu,2020-02-29,2020,2,Monthly,3.31,11742101.0,37.48,Urban,-2.14,4086387.0,11.380000000000003,1.2600000000000002
Tamil Nadu,2020-03-31,2020,3,Monthly,6.46,10982178.0,36.17,Urban,-0.09999999999999964,4866412.0,15.39,3.15
Tamil Nadu,2020-04-30,2020,4,Monthly,45.55,4632967.0,26.17,Urban,7.640000000000001,453233.0,6.8799999999999955,39.089999999999996
Tamil Nadu,2020-05-31,2020,5,Monthly,25.95,5733921.0,23.77,Urban,12.779999999999998,34421.0,4.830000000000002,-19.599999999999998
Tamil Nadu,2020-06-30,2020,6,Monthly,24.93,7741005.0,31.6,Urban,-22.87,2428110.0,-0.11000000000000298,-1.0199999999999996
Telangana,2019-05-31,2019,5,Monthly,1.52,5560649.0,44.59,Urban,0.71,5492704.0,17.15,-17.78
Telangana,2019-06-30,2019,6,Monthly,1.43,5683349.0,45.43,Urban,4.49,5045473.0,16.759999999999998,-0.09000000000000008
Telangana,2019-07-31,2019,7,Monthly,3.73,5432503.0,44.36,Urban,-1.2799999999999998,6106185.0,20.040000000000006,2.3
Telangana,2019-08-31,2019,8,Monthly,4.19,5544693.0,45.39,Urban,-2.7900000000000005,5199266.0,13.839999999999996,0.4600000000000004
Telangana,2019-09-30,2019,9,Monthly,6.19,5668785.0,47.28,Urban,-0.7000000000000002,6967630.0,25.289999999999992,2.0
Telangana,2019-10-31,2019,10,Monthly,6.74,5318341.0,44.51,Urban,0.5499999999999998,6057013.0,21.979999999999997,0.5499999999999998
Telangana,2019-11-30,2019,11,Monthly,5.23,5338119.0,43.87,Urban,1.2399999999999993,5927709.0,21.300000000000004,-1.5099999999999998
Telangana,2019-12-31,2019,12,Monthly,4.22,5317782.0,43.13,Urban,-2.8699999999999997,5750274.0,17.479999999999997,-1.0100000000000007
Telangana,2020-01-31,2020,1,Monthly,6.49,5543380.0,45.95,Urban,-1.4700000000000006,6522535.0,22.560000000000002,2.2700000000000005
Telangana,2020-02-29,2020,2,Monthly,6.74,5521496.0,45.78,Urban,2.2799999999999994,5782978.0,21.14,0.25
Telangana,2020-03-31,2020,3,Monthly,6.1,5313236.0,43.65,Urban,-0.46999999999999975,6715141.0,24.880000000000003,-0.6400000000000006
Telangana,2020-04-30,2020,4,Monthly,10.5,3378431.0,29.05,Urban,-5.99,5415368.0,20.389999999999997,4.4
Telangana,2020-05-31,2020,5,Monthly,36.57,3108830.0,37.63,Urban,-2.5600000000000023,4399917.0,23.369999999999997,26.07
Telangana,2020-06-30,2020,6,Monthly,6.92,4577995.0,37.68,Urban,12.38,4313186.0,21.29,-29.65
Tripura,2019-05-31,2019,5,Monthly,34.69,423127.0,69.5,Urban,-5.439999999999998,596422.0,-5.030000000000001,15.849999999999998
Tripura,2019-06-30,2019,6,Monthly,25.59,408738.0,58.8,Urban,1.0500000000000007,698275.0,8.600000000000009,-9.099999999999998
Tripura,2019-07-31,2019,7,Monthly,25.81,410583.0,59.1,Urban,-3.34,642014.0,1.4399999999999977,0.21999999999999886
Tripura,2019-08-31,2019,8,Monthly,33.45,368977.0,59.07,Urban,-7.960000000000004,606524.0,-0.7800000000000011,7.640000000000004
Tripura,2019-09-30,2019,9,Monthly,33.57,418043.0,66.9,Urban,-3.34,616365.0,-1.0,0.11999999999999744
Tripura,2019-10-31,2019,10,Monthly,26.67,414808.0,60.0,Urban,0.8699999999999974,698956.0,8.209999999999994,-6.899999999999999
Tripura,2019-11-30,2019,11,Monthly,27.15,427700.0,62.14,Urban,-1.8999999999999986,656933.0,2.1500000000000057,0.4799999999999969
Tripura,2019-12-31,2019,12,Monthly,33.48,399427.0,63.41,Urban,-6.949999999999996,647451.0,-0.38999999999999346,6.329999999999998
Tripura,2020-01-31,2020,1,Monthly,34.37,450155.0,72.26,Urban,-2.4599999999999973,607820.0,-3.6500000000000057,0.8900000000000006
Tripura,2020-02-29,2020,2,Monthly,33.88,415339.0,66.04,Urban,-7.660000000000004,754008.0,3.839999999999989,-0.4899999999999949
Tripura,2020-03-31,2020,3,Monthly,25.69,450271.0,63.56,Urban,5.919999999999998,610675.0,4.719999999999999,-8.190000000000001
Tripura,2020-04-30,2020,4,Monthly,34.88,296431.0,47.65,Urban,8.759999999999998,378652.0,4.980000000000004,9.190000000000001
Tripura,2020-05-31,2020,5,Monthly,16.78,384999.0,48.31,Urban,-2.0700000000000003,526790.0,-1.4100000000000037,-18.1
Tripura,2020-06-30,2020,6,Monthly,27.47,391015.0,56.17,Urban,-8.629999999999999,715963.0,3.5700000000000003,10.689999999999998
Uttar Pradesh,2019-05-31,2019,5,Monthly,14.4,13391244.0,40.43,Urban,-4.140000000000001,29896564.0,-0.46999999999999886,5.890000000000001
Uttar Pradesh,2019-06-30,2019,6,Monthly,11.62,13624452.0,39.75,Urban,-0.48999999999999844,28652120.0,-0.4299999999999997,-2.780000000000001
Uttar Pradesh,2019-07-31,2019,7,Monthly,11.8,13862431.0,40.43,Urban,-2.610000000000001,28834569.0,-1.6499999999999986,0.1800000000000015
Uttar Pradesh,2019-08-31,2019,8,Monthly,14.73,13580241.0,40.87,Urban,-3.26,29718505.0,-0.6299999999999955,2.9299999999999997
Uttar Pradesh,2019-09-30,2019,9,Monthly,13.58,13522970.0,40.07,Urban,-7.13,30675792.0,-1.2800000000000011,-1.1500000000000004
Uttar Pradesh,2019-10-31,2019,10,Monthly,10.35,13938303.0,39.71,Urban,-0.16999999999999993,28894962.0,-0.6400000000000006,-3.2300000000000004
Uttar Pradesh,2019-11-30,2019,11,Monthly,11.31,14128888.0,40.6,Urban,-4.37,29132642.0,-2.5900000000000034,0.9600000000000009
Uttar Pradesh,2019-12-31,2019,12,Monthly,12.37,13857200.0,40.21,Urban,-3.9399999999999995,30782887.0,-0.4399999999999977,1.0599999999999987
Uttar Pradesh,2020-01-31,2020,1,Monthly,12.34,13656250.0,39.52,Urban,-6.28,32121259.0,0.14999999999999858,-0.02999999999999936
Uttar Pradesh,2020-02-29,2020,2,Monthly,11.65,13803099.0,39.54,Urban,-3.530000000000001,30454333.0,-0.4099999999999966,-0.6899999999999995
Uttar Pradesh,2020-03-31,2020,3,Monthly,12.32,13889632.0,40.0,Urban,-2.950000000000001,29197074.0,-1.4699999999999989,0.6699999999999999
Uttar Pradesh,2020-04-30,2020,4,Monthly,26.94,10944379.0,37.74,Urban,-7.02,29026298.0,2.6299999999999955,14.620000000000001
Uttar Pradesh,2020-05-31,2020,5,Monthly,32.06,11111486.0,41.1,Urban,-15.170000000000002,27529513.0,-3.5799999999999983,5.120000000000001
Uttar Pradesh,2020-06-30,2020,6,Monthly,13.05,13208724.0,38.09,Urban,-4.540000000000001,28700185.0,-1.2000000000000028,-19.01
Uttarakhand,2019-05-31,2019,5,Monthly,9.17,676797.0,26.33,Urban,-7.54,1431247.0,11.14,-1.540000000000001
Uttarakhand,2019-06-30,2019,6,Monthly,4.69,906889.0,33.54,Urban,-0.040000000000000036,1114664.0,3.469999999999999,-4.4799999999999995
Uttarakhand,2019-07-31,2019,7,Monthly,6.94,859900.0,32.48,Urban,-1.2000000000000002,1140624.0,4.490000000000002,2.25
Uttarakhand,2019-08-31,2019,8,Monthly,7.43,823967.0,31.21,Urban,-1.3199999999999994,1087413.0,4.18,0.4899999999999993
Uttarakhand,2019-09-30,2019,9,Monthly,9.62,711150.0,27.51,Urban,-6.149999999999999,1446695.0,11.279999999999998,2.1899999999999995
Uttarakhand,2019-10-31,2019,10,Monthly,4.72,925174.0,33.87,Urban,0.11000000000000032,1102488.0,3.030000000000001,-4.8999999999999995
Uttarakhand,2019-11-30,2019,11,Monthly,6.34,904903.0,33.61,Urban,-0.7800000000000002,1102210.0,3.1199999999999974,1.62
Uttarakhand,2019-12-31,2019,12,Monthly,7.39,844779.0,31.65,Urban,-2.87,1102787.0,3.539999999999999,1.0499999999999998
Uttarakhand,2020-01-31,2020,1,Monthly,8.92,725253.0,27.55,Urban,-4.75,1261133.0,8.139999999999997,1.5300000000000002
Uttarakhand,2020-02-29,2020,2,Monthly,5.28,963408.0,35.11,Urban,-0.4300000000000006,1094115.0,2.049999999999997,-3.6399999999999997
Uttarakhand,2020-03-31,2020,3,Monthly,8.15,889245.0,33.33,Urban,,,,2.87
Uttarakhand,2020-04-30,2020,4,Monthly,13.18,748041.0,29.59,Urban,-9.52,1224033.0,5.449999999999999,5.029999999999999
Uttarakhand,2020-05-31,2020,5,Monthly,17.36,778590.0,32.27,Urban,-13.79,1136892.0,1.6699999999999946,4.18
Uttarakhand,2020-06-30,2020,6,Monthly,5.08,989470.0,35.61,Urban,5.630000000000001,685971.0,-3.6099999999999994,-12.28
West Bengal,2019-05-31,2019,5,Monthly,7.25,11306177.0,46.37,Urban,-1.2300000000000004,12146698.0,0.03999999999999915,2.3099999999999996
West Bengal,2019-06-30,2019,6,Monthly,7.38,10611498.0,43.51,Urban,-1.5300000000000002,14931967.0,6.850000000000001,0.1299999999999999
West Bengal,2019-07-31,2019,7,Monthly,7.91,10779829.0,44.38,Urban,-2.29,14077978.0,4.399999999999999,0.5300000000000002
West Bengal,2019-08-31,2019,8,Monthly,7.27,11456493.0,46.77,Urban,-1.6899999999999995,13468334.0,2.019999999999996,-0.6400000000000006
West Bengal,2019-09-30,2019,9,Monthly,7.79,11158649.0,45.74,Urban,-2.5300000000000002,14452124.0,4.1299999999999955,0.5200000000000005
West Bengal,2019-10-31,2019,10,Monthly,7.83,10563686.0,43.25,Urban,-1.0499999999999998,13789332.0,4.840000000000003,0.040000000000000036
West Bengal,2019-11-30,2019,11,Monthly,6.61,10768462.0,43.44,Urban,-0.7800000000000002,14861897.0,6.560000000000002,-1.2199999999999998
West Bengal,2019-12-31,2019,12,Monthly,7.24,11335696.0,45.97,Urban,-1.4500000000000002,13570543.0,2.5,0.6299999999999999
West Bengal,2020-01-31,2020,1,Monthly,7.27,11208617.0,45.39,Urban,-0.47999999999999954,13403554.0,2.9099999999999966,0.02999999999999936
West Bengal,2020-02-29,2020,2,Monthly,7.55,10871168.0,44.09,Urban,-3.77,15221841.0,5.419999999999995,0.28000000000000025
West Bengal,2020-03-31,2020,3,Monthly,6.67,10806105.0,43.34,Urban,0.34999999999999964,14291707.0,5.839999999999996,-0.8799999999999999
West Bengal,2020-04-30,2020,4,Monthly,15.63,9299466.0,41.2,Urban,2.6899999999999995,8339904.0,-1.9299999999999997,8.96
West Bengal,2020-05-31,2020,5,Monthly,15.22,9240903.0,40.67,Urban,3.209999999999999,9874869.0,1.8599999999999994,-0.41000000000000014
West Bengal,2020-06-30,2020,6,Monthly,9.86,9088931.0,37.57,Urban,-4.919999999999999,12136956.0,2.8699999999999974,-5.360000000000001
